date,nav
2023-11-16,119.8875
2023-11-17,122.1150
2023-11-20,126.1163
2023-11-21,124.6890
2023-11-22,127.9750
2023-11-24,131.1050
2023-11-27,133.7575
2023-11-28,137.6375
2023-11-29,137.0900
2023-11-30,135.2330
2023-12-01,140.0062
2023-12-04,142.9613
2023-12-05,143.5700
2023-12-06,139.5444
2023-12-07,141.5175
2023-12-08,147.0156
2023-12-11,141.9817
2023-12-12,143.4987
2023-12-13,149.5600
2023-12-14,150.5175
2023-12-15,148.9100
2023-12-18,153.7300
2023-12-19,157.4275
2023-12-20,156.9850
2023-12-21,160.9530
2023-12-22,164.4915
2023-12-26,162.7525
2023-12-27,169.2975
2023-12-28,169.8075
2023-12-29,163.0100
2024-01-02,153.4237
2024-01-03,150.3275
2024-01-04,150.0913
2024-01-05,149.6338
2024-01-08,154.2267
2024-01-09,151.5986
2024-01-10,152.4575
2024-01-11,148.1837
2024-01-12,142.6963
2024-01-16,143.4825
2024-01-17,142.7768
2024-01-18,138.8900
2024-01-19,140.0400
2024-01-22,141.4588
2024-01-23,140.1076
2024-01-24,139.1350
2024-01-25,139.3831
2024-01-26,142.1337
2024-01-29,147.0425
2024-01-30,145.0372
2024-01-31,141.6920
2024-02-01,144.2142
2024-02-02,150.5575
2024-02-05,143.7166
2024-02-06,144.4812
2024-02-07,146.3386
2024-02-08,151.1510
2024-02-09,158.1900
2024-02-12,159.9019
2024-02-13,154.5263
2024-02-14,165.6799
2024-02-15,167.7200
2024-02-16,174.6155
2024-02-20,170.2175
2024-02-21,165.4975
2024-02-22,172.7151
2024-02-23,170.4322
2024-02-26,184.2664
2024-02-27,186.3700
2024-02-28,186.9854
2024-02-29,190.0750
2024-03-01,191.9912
2024-03-04,203.3350
2024-03-05,195.4651
2024-03-06,206.0016
2024-03-07,209.7066
2024-03-08,215.9525
2024-03-11,213.0638
2024-03-12,215.8302
2024-03-13,214.1277
2024-03-14,206.5050
2024-03-15,208.4112
2024-03-18,207.0375
2024-03-19,202.9495
2024-03-20,217.4938
2024-03-21,220.0675
2024-03-22,217.2650
2024-03-25,229.5650
2024-03-26,222.7581
2024-03-27,218.2925
2024-03-28,222.6225
2024-04-01,216.5575
2024-04-02,213.2438
2024-04-03,217.0175
2024-04-04,214.8150
2024-04-05,213.0175
2024-04-08,221.0975
2024-04-09,214.3334
2024-04-10,218.3900
2024-04-11,226.0263
2024-04-12,215.9738
2024-04-15,203.5313
2024-04-16,201.0655
2024-04-17,197.4925
2024-04-18,198.6275
2024-04-19,192.7950
2024-04-22,201.5450
2024-04-23,207.9692
2024-04-24,200.4658
2024-04-25,198.6675
2024-04-26,207.9870
2024-04-29,199.5649
2024-04-30,189.8536
2024-05-01,194.4837
2024-05-02,207.0005
2024-05-03,204.7176
2024-05-06,207.8212
2024-05-07,201.5637
2024-05-08,199.6055
2024-05-09,199.9323
2024-05-10,194.1838
2024-05-13,193.0195
2024-05-14,195.0625
2024-05-15,202.9488
2024-05-16,191.3994
2024-05-17,196.1775
2024-05-20,204.3850
2024-05-21,204.4915
2024-05-22,207.3177
2024-05-23,199.9937
2024-05-24,209.1925
2024-05-25,209.1974
2024-05-26,209.1944
2024-05-27,209.4337
2024-05-28,213.6026
2024-05-29,209.3250
2024-05-30,206.9841
2024-05-31,201.0931
2024-06-03,204.7950
2024-06-04,211.6489
2024-06-05,216.2950
2024-06-06,220.9805
2024-06-07,214.2250
2024-06-10,218.4875
2024-06-11,215.5829
2024-06-12,220.9636
2024-06-13,215.9725
2024-06-14,213.8575
2024-06-17,214.3581
2024-06-18,209.4713
2024-06-20,210.5050
2024-06-21,207.4034
2024-06-24,198.9898
2024-06-25,204.4551
2024-06-26,204.0818
2024-06-27,210.8450
2024-06-28,207.6975
2024-07-01,215.2953
2024-07-02,213.7725
2024-07-03,211.0446
2024-07-05,211.8000
2024-07-08,209.8600
2024-07-09,209.6600
2024-07-10,209.6550
2024-07-11,204.8350
2024-07-12,206.2400
2024-07-15,217.7850
2024-07-16,222.2463
2024-07-17,218.5813
2024-07-18,208.4650
2024-07-19,220.5084
2024-07-22,223.8950
2024-07-23,221.9406
2024-07-24,212.9450
2024-07-25,205.8084
2024-07-26,212.6431
2024-07-29,208.7100
2024-07-30,203.1103
2024-07-31,205.6915
2024-08-01,198.1563
2024-08-02,186.1024
2024-08-05,175.2250
2024-08-06,178.0311
2024-08-07,170.8544
2024-08-08,179.0908
2024-08-09,181.6630
2024-08-12,179.3291
2024-08-13,184.0675
2024-08-14,182.9100
2024-08-15,187.3481
2024-08-16,191.2113
2024-08-19,191.2600
2024-08-20,188.0339
2024-08-21,193.1757
2024-08-22,187.2800
2024-08-23,194.1203
2024-08-26,189.7695
2024-08-27,185.7250
2024-08-28,180.3654
2024-08-29,180.2198
2024-08-30,181.0442
2024-09-03,172.5949
2024-09-04,168.3020
2024-09-05,168.7074
2024-09-06,159.3238
2024-09-09,165.1921
2024-09-10,168.9217
2024-09-11,171.0377
2024-09-12,174.9156
2024-09-13,174.7700
2024-09-16,173.1949
2024-09-17,174.6567
2024-09-18,174.4865
2024-09-19,179.0160
2024-09-20,180.8292
2024-09-23,182.0230
2024-09-24,182.8596
2024-09-25,179.8237
2024-09-26,185.5644
2024-09-27,189.5951
2024-09-30,182.2609
2024-10-01,175.0500
2024-10-02,174.6200
2024-10-03,172.5480
2024-10-04,178.6830
2024-10-07,174.8725
2024-10-08,175.1378
2024-10-09,176.0872
2024-10-10,175.4435
2024-10-11,182.5700
2024-10-14,191.9736
2024-10-15,192.0580
2024-10-16,198.6925
2024-10-17,195.8700
2024-10-18,204.5671
2024-10-21,201.4435
2024-10-22,200.2154
2024-10-23,191.8955
2024-10-24,197.7274
2024-10-25,196.4350
2024-10-28,202.3130
2024-10-29,205.2096
2024-10-30,202.3671
2024-10-31,182.7865
2024-11-01,190.3958
2024-11-04,191.0400
2024-11-05,196.7312
2024-11-06,230.6184
2024-11-07,232.8234
2024-11-08,239.4379
2024-11-11,265.6513
2024-11-12,263.9746
2024-11-13,249.3575
2024-11-14,245.2186
2024-11-15,254.2316
2024-11-18,263.6150
2024-11-19,264.5100
2024-11-20,261.4450
2024-11-21,246.7775
2024-11-22,250.7850
2024-11-25,256.8124
2024-11-26,250.5345
2024-11-27,258.3313
2024-11-29,251.9814
2024-12-02,256.5997
2024-12-03,261.3759
2024-12-04,274.8517
2024-12-05,270.5571
2024-12-06,285.3136
2024-12-09,268.0947
2024-12-10,263.7632
2024-12-11,272.0350
2024-12-12,270.9875
2024-12-13,269.1089
2024-12-16,274.1201
2024-12-17,271.3420
2024-12-18,250.2172
2024-12-19,248.6369
2024-12-20,251.8934
2024-12-23,246.3358
2024-12-24,254.3343
2024-12-26,250.7987
2024-12-27,244.7938
2024-12-30,238.4712
2024-12-31,233.8828
2025-01-02,238.6835
2025-01-03,247.4126
2025-01-06,257.7401
2025-01-07,243.2013
2025-01-08,241.0991
2025-01-10,238.8413
2025-01-13,234.8250
2025-01-14,236.5451
2025-01-15,249.1732
2025-01-16,251.0831
2025-01-17,260.6419
2025-01-21,262.4212
2025-01-22,265.3995
2025-01-23,265.7693
2025-01-24,266.5073
2025-01-27,256.7334
2025-01-28,260.0538
2025-01-29,264.0266
2025-01-30,268.1273
2025-01-31,264.5156
2025-02-03,260.9229
2025-02-04,261.2679
2025-02-05,255.6700
2025-02-06,254.6170
2025-02-07,251.9293
2025-02-10,256.7452
2025-02-11,249.8320
2025-02-12,251.9236
2025-02-13,264.5126
2025-02-14,251.5147
2025-02-18,245.6326
2025-02-19,242.6721
2025-02-20,239.7250
2025-02-21,225.9768
2025-02-24,219.9162
2025-02-25,212.7380
2025-02-26,213.6400
2025-02-27,208.5280
2025-02-28,213.8309
2025-03-03,205.3236
2025-03-04,208.1798
2025-03-05,215.4228
2025-03-06,207.4267
2025-03-07,208.3132
2025-03-10,186.9322
2025-03-11,194.2859
2025-03-12,195.3345
2025-03-13,185.7018
2025-03-14,190.5743
2025-03-17,192.3388
2025-03-18,187.0716
2025-03-19,192.6770
2025-03-20,192.6914
2025-03-21,193.0594
2025-03-24,203.0098
2025-03-25,204.9501
2025-03-26,197.6208
2025-03-27,194.9760
2025-03-28,183.3322
2025-03-31,181.1463
2025-04-01,183.2911
2025-04-02,189.5419
2025-04-03,174.5198
2025-04-04,165.6307
2025-04-07,166.4836
2025-04-08,161.1817
2025-04-09,183.9778
2025-04-10,175.3389
2025-04-11,180.0750
2025-04-14,179.3058
2025-04-15,177.5748
2025-04-16,173.3239
2025-04-17,173.8680
2025-04-21,171.1928
2025-04-22,181.6374
2025-04-23,187.7813
2025-04-24,195.2080
2025-04-25,199.2750
2025-04-28,196.4622
2025-04-29,196.8021
2025-04-30,193.6363
2025-05-01,195.6539
2025-05-02,197.4269
2025-05-05,192.9217
2025-05-06,190.9064
2025-05-07,192.7150
2025-05-08,199.3300
2025-05-09,196.1961
2025-05-12,207.9847
2025-05-13,234.1652
2025-05-14,236.7885
2025-05-15,224.6851
2025-05-16,235.8380
2025-05-19,235.0939
2025-05-20,232.7626
2025-05-21,230.0750
2025-05-22,237.4875
2025-05-23,232.1476
2025-05-27,236.1511
2025-05-28,229.5509
2025-05-29,227.2500
2025-05-30,225.6188
2025-06-02,226.6921
2025-06-03,232.3545
2025-06-04,231.6271
2025-06-05,226.0575
2025-06-06,232.4189
2025-06-09,236.7488
2025-06-10,236.3372
2025-06-11,231.9875
2025-06-12,227.3122
2025-06-13,227.3615
2025-06-16,238.8532
2025-06-17,234.3125
2025-06-18,253.8549
2025-06-20,259.1054
2025-06-23,257.9825
2025-06-24,278.7980
2025-06-25,283.7196
2025-06-26,296.0745
2025-06-27,288.2048
2025-06-30,284.9710
2025-07-01,277.8666
2025-07-02,287.1143
2025-07-03,289.6005
2025-07-07,290.1658
2025-07-08,287.1398
2025-07-09,298.1492
2025-07-10,305.5497
2025-07-11,305.9957
2025-07-14,309.8789
2025-07-15,307.2302
2025-07-16,310.6646
2025-07-17,317.3645
2025-07-18,323.0020
2025-07-21,321.4692
2025-07-22,315.9880
2025-07-23,312.8286
2025-07-24,314.4598
2025-07-25,311.5795
2025-07-28,306.1241
2025-07-29,301.1122
2025-07-30,303.8457
2025-07-31,305.9223
2025-08-01,264.8405
2025-08-04,264.8979
2025-08-05,255.8885
2025-08-06,263.0000
2025-08-07,267.0275
2025-08-08,266.6650
2025-08-11,270.4749
2025-08-12,272.0326
2025-08-13,275.8394
2025-08-14,277.9480
2025-08-15,274.3045
2025-08-18,276.1649
2025-08-19,265.0114
2025-08-20,264.0518
2025-08-21,261.0872
2025-08-22,274.3888
2025-08-25,266.8949
2025-08-26,268.6975
2025-08-27,269.0655
2025-08-28,270.0626
2025-08-29,266.6850
2025-09-02,264.3121
2025-09-03,264.1092
2025-09-04,271.2483
2025-09-05,265.6720
2025-09-08,268.9933
2025-09-09,278.5205
2025-09-10,272.8095
2025-09-11,276.8986
2025-09-12,275.5821
2025-09-15,279.2271
2025-09-16,280.9893
2025-09-17,275.9779
2025-09-18,287.1305
2025-09-19,287.0711
2025-09-22,279.7379
2025-09-23,270.4491
2025-09-24,270.9687
2025-09-25,262.5969
2025-09-26,266.2018
2025-09-29,278.1225
2025-09-30,278.4925
2025-10-01,283.4117
2025-10-02,297.2382
2025-10-03,299.7840
2025-10-06,303.4418
2025-10-07,298.6975
2025-10-08,306.2437
2025-10-09,307.3412
2025-10-10,286.7200
2025-10-13,288.5013
2025-10-14,278.5507
2025-10-15,275.9759
2025-10-16,272.3164
2025-10-17,274.5555
2025-10-20,280.1824
2025-10-21,280.4215
2025-10-22,269.2286
2025-10-23,271.8939
2025-10-24,289.3051
2025-10-27,294.3024
2025-10-28,292.2475
2025-10-29,289.3729
2025-10-30,275.9186
2025-10-31,294.1583
2025-11-03,292.1300
2025-11-04,278.2988
2025-11-05,284.7791
2025-11-06,269.0075
2025-11-07,276.8719
2025-11-10,283.0854
2025-11-11,276.4858
2025-11-12,274.0515
2025-11-13,260.3579
2025-11-14,259.3365
2025-11-17,248.3865
2025-11-18,242.2332
2025-11-19,239.9668
2025-11-20,227.6925
2025-11-21,230.5455
2025-11-24,241.0464
2025-11-25,241.8469
2025-11-26,247.1040
2025-11-28,253.0271
2025-12-01,246.8974
2025-12-02,248.8860
2025-12-03,254.6974
2025-12-04,251.5830
2025-12-05,249.6225
2025-12-08,250.5510
2025-12-09,252.6300
2025-12-10,253.3979
2025-12-11,249.6375
2025-12-12,246.8409
2025-12-15,236.4896
2025-12-16,237.5902
2025-12-17,232.7813
2025-12-18,233.0330
2025-12-19,236.2790
2025-12-22,238.1504
2025-12-23,237.2218
2025-12-24,236.0839
2025-12-26,234.7090
2025-12-29,232.8882
2025-12-30,232.0852
2025-12-31,228.4756
2026-01-02,231.4851
2026-01-05,243.9519
2026-01-06,245.7303
2026-01-07,243.7999
2026-01-08,245.9463
2026-01-09,244.0824
2026-01-12,244.7672
2026-01-13,247.7459
2026-01-14,246.2192
2026-01-15,238.5696
2026-01-16,240.1515
2026-01-20,229.4276
2026-01-21,229.1389
2026-01-22,228.6861
2026-01-23,228.0234
2026-01-26,226.0032
2026-01-27,227.7351
2026-01-28,226.3018
2026-01-29,220.4633
2026-01-30,217.0374
2026-02-02,215.4062
2026-02-03,209.2231
2026-02-04,200.7218
2026-02-05,184.4741
2026-02-06,187.6309
2026-02-09,188.0332
2026-02-10,184.7728
2026-02-11,178.7140
2026-02-12,170.2777
2026-02-13,181.5496
2026-02-17,183.6326
2026-02-18,184.3268
2026-02-19,185.3849
2026-02-20,190.7875
2026-02-23,182.6986
2026-02-24,185.2715
2026-02-25,197.3111
2026-02-26,194.4400
2026-02-27,192.9575
2026-03-02,196.7964
2026-03-03,195.5074
2026-03-04,212.8286
2026-03-05,212.3277
2026-03-06,205.2016
2026-03-09,206.6033
2026-03-10,205.4428
2026-03-11,205.6480
2026-03-12,201.4136
2026-03-13,201.6174
2026-03-16,207.6225
2026-03-17,212.8041
2026-03-18,206.0582
2026-03-19,205.8525
2026-03-20,201.4550
2026-03-23,205.4908
2026-03-24,194.0841
2026-03-25,196.3788
2026-03-26,190.5169
2026-03-27,180.3021
2026-03-30,180.9270
2026-03-31,191.4780
2026-04-01,191.7362
2026-04-02,190.5992
2026-04-06,193.7666
2026-04-07,194.5791
2026-04-08,198.2037
2026-04-09,201.1951
2026-04-10,203.0823
2026-04-13,207.2201
2026-04-14,216.8218
2026-04-15,222.1951
2026-04-16,224.6448
2026-04-17,228.4229
2026-04-20,229.9988
2026-04-21,222.8770
2026-04-22,230.8159
2026-04-23,226.5524
2026-04-24,231.8350
2026-04-27,228.8939
2026-04-28,226.9300
2026-04-29,222.3640
2026-04-30,226.4280
2026-05-01,229.8070
2026-05-04,237.5431
2026-05-05,235.6450
2026-05-06,236.5964
2026-05-07,234.0254
